mean_x,std_x,median_x,rms_x,mean_y,std_y,median_y,rms_y,mean_z,std_z,median_z,rms_z,Activity
-2.445769998502,1.045086448423752,-2.8380982,2.657644542335309,-0.0624501386199999,3.6905324720788246,0.5999523800000001,3.6725644511713087,7.578428558,0.9506206308208404,7.5461077,7.637226079972672,hand_wash
-1.00090261636,1.1968422035651982,-0.95980408,1.5556069539150126,-7.77574222,3.60948457481652,-7.6179582,8.565060547291568,-3.1588870402,5.614156246153351,-4.9475117,6.417330456303774,hand_wash
-1.28794570046,1.400029591358518,-1.2939093000000002,1.897178472217652,-6.538738622,2.5338940942138053,-6.1923233,7.007960891352002,-7.9956409750000015,2.66707308987438,-8.239466,8.424513082615738,hand_wash
-3.4254168120000004,1.271669683559409,-3.7643718,3.651636986637019,-5.517693882,1.3079161784995363,-5.4558545,5.669081412199092,-8.342667369000003,1.4670505301935068,-8.487949,8.469404566753026,hand_wash
-4.087963055,0.6356453176237942,-4.1218288,4.136598416472624,-4.643415984000001,0.8863404507528378,-4.4978466,4.726420992797936,-8.663252675,1.2047858108010792,-8.78912325,8.745795599732663,hand_wash
-4.389579823000001,0.737373625641095,-4.26912235,4.450471175914062,-5.945252794999999,1.6164806422868527,-5.47501445,6.158969911168145,-3.7827058221,5.520778835667615,-6.3228514,6.669563126575919,hand_wash
-4.7582212340000005,0.995087225251285,-4.71399715,4.860140523862268,-5.599352082299999,2.321807893577038,-5.0678613,6.057196357828201,-2.1682231725,6.057073541626095,-2.18844905,6.404877064826942,hand_wash
-3.867836786,0.5945089619494432,-3.9517822,3.912808185934321,-4.24072936,0.9864290630543268,-4.25594965,4.352826366654185,-9.014518209,1.0038655901275908,-9.144783,9.069686168892746,hand_wash
-4.369353863,0.8135462010241586,-4.309837549999999,4.443702513344233,-5.88567672,2.009563180431132,-5.14090945,6.216039831495049,-5.640067384249997,4.657848010196092,-7.638914850000001,7.29992826705218,hand_wash
-5.336043650999999,1.1665211172202448,-5.2816167,5.460817305782072,-4.6564328901,2.985765056738268,-4.65591815,5.523405860907191,0.0639590025249999,5.761115953612719,2.8057654000000003,5.732594806426254,hand_wash
-3.9319754,0.8796138929016678,-3.771557,4.028202321232752,-4.622938565999999,1.2094176582991458,-4.4685077,4.776989129827895,-8.742875093999999,1.2851326666597822,-8.741223000000002,8.835887913531522,hand_wash
-4.95336743,1.1005095213099665,-5.010381,5.072953665372251,-4.6702521782,3.5901132645077407,-4.029021500000001,5.879734647707864,1.5411591492,5.704592396923987,4.301455,5.881506796226235,hand_wash
-4.32740513,1.08999461556176,-4.02662665,4.461237780984602,-5.611267312280001,2.6661907039315857,-5.66661615,6.20675502907082,-3.6023249534,5.848702703001681,-6.69886975,6.844121210565057,hand_wash
-3.879177233000001,0.707501494880413,-4.01285525,3.94253329556403,-4.653882183,1.1591380587718003,-4.575086199999999,4.794662073821801,-8.798367681,1.276256527122164,-8.794511750000002,8.889534085983192,hand_wash
-4.563925264,1.116913753825852,-4.84272925,4.697279551562581,-5.7527531088,2.371573970491092,-5.564828,6.21790059403846,-1.0243139273,6.003837401965434,1.81063475,6.060925831538233,hand_wash
-5.808724683,0.5930282466561528,-5.6899677,5.838616969729407,-1.6239908824000002,1.8079700579677,-1.7094452,2.423512855200274,6.314959974,0.9081973630314504,6.4551764,6.379286300123015,hand_wash
-4.371365719,1.1660971057733394,-4.215234349999999,4.522722950252471,-5.6876804055,2.4041378648427,-5.23611135,6.170234070077679,-3.978845926,5.764672724049915,-6.7892817,6.980712857731497,hand_wash
-3.9952758089999993,0.7592634403882569,-4.1092548,4.06607242338005,-5.2997710913,2.2596883577573634,-4.72237965,5.756969965148465,-8.029099398000001,2.1709217034276054,-8.4837575,8.314578111663444,hand_wash
-4.426499022000001,0.9601026879181668,-4.40923095,4.528407312886195,-5.924344252000001,2.113768588064507,-5.724695499999999,6.286588286475803,-4.8424899706,4.819097599086459,-7.09883775,6.814776134854853,hand_wash
-4.472746881999999,0.8337394043875204,-4.5235932000000005,4.54902570348035,-6.793353158,2.05343694494988,-6.72401735,7.093947024282378,-4.38155647666,3.7707238563251457,-4.0607557,5.768380359755604,hand_wash
-4.647834757,1.167170598769711,-4.1338035,4.790723563611594,-5.2777967227,2.409153812510384,-5.1828222,5.796647316988748,-3.516355690800001,5.910768031654111,-6.8790948,6.852194121666836,hand_wash
-5.608381322999999,0.9915038853034268,-5.769602150000001,5.694487704719478,-4.02447106433,3.1011287471058755,-4.5667036,5.071212562957171,-0.8452263678999999,6.337923222590071,0.93465633,6.362545534664997,hand_wash
-4.705027832,0.7669389353390258,-4.652924,4.766508184942956,-6.167893809,2.5605603740221854,-5.77738595,6.673366374913266,-5.948306412219999,3.702179112109189,-7.5874219,6.996529000155275,hand_wash
